 time            v(bvdd)         time            v(pvdd)         time            v(gate)         time            v(ea_out)       time            v(startup_done) time            v(ea_en)        time            @vbvdd[i]      
 4.42350000e-04  7.00000000e+00  4.42350000e-04  1.14800584e+00  4.42350000e-04  6.99630677e+00  4.42350000e-04  1.18980346e+00  4.42350000e-04  1.21954251e-06  4.42350000e-04  6.30499087e-06  4.42350000e-04 -5.06214871e-05 
 4.42450000e-04  7.00000000e+00  4.42450000e-04  1.14802512e+00  4.42450000e-04  6.99630676e+00  4.42450000e-04  1.18979933e+00  4.42450000e-04  1.22340397e-06  4.42450000e-04  6.29216040e-06  4.42450000e-04 -5.06214871e-05 
 4.42550000e-04  7.00000000e+00  4.42550000e-04  1.14804436e+00  4.42550000e-04  6.99630676e+00  4.42550000e-04  1.18979519e+00  4.42550000e-04  1.21954418e-06  4.42550000e-04  6.27934258e-06  4.42550000e-04 -5.06214871e-05 
 4.42650000e-04  7.00000000e+00  4.42650000e-04  1.14806356e+00  4.42650000e-04  6.99630675e+00  4.42650000e-04  1.18979104e+00  4.42650000e-04  1.22340231e-06  4.42650000e-04  6.26653432e-06  4.42650000e-04 -5.06214871e-05 
 4.42750000e-04  7.00000000e+00  4.42750000e-04  1.14808273e+00  4.42750000e-04  6.99630674e+00  4.42750000e-04  1.18978688e+00  4.42750000e-04  1.21954584e-06  4.42750000e-04  6.25373869e-06  4.42750000e-04 -5.06214871e-05 
 4.42850000e-04  7.00000000e+00  4.42850000e-04  1.14810186e+00  4.42850000e-04  6.99630673e+00  4.42850000e-04  1.18978271e+00  4.42850000e-04  1.22340064e-06  4.42850000e-04  6.24095262e-06  4.42850000e-04 -5.06214871e-05 
 4.42950000e-04  7.00000000e+00  4.42950000e-04  1.14812096e+00  4.42950000e-04  6.99630672e+00  4.42950000e-04  1.18977854e+00  4.42950000e-04  1.21954750e-06  4.42950000e-04  6.22817919e-06  4.42950000e-04 -5.06214871e-05 
 4.43050000e-04  7.00000000e+00  4.43050000e-04  1.14814002e+00  4.43050000e-04  6.99630671e+00  4.43050000e-04  1.18977435e+00  4.43050000e-04  1.22339898e-06  4.43050000e-04  6.21541530e-06  4.43050000e-04 -5.06214871e-05 
 4.43150000e-04  7.00000000e+00  4.43150000e-04  1.14815904e+00  4.43150000e-04  6.99630670e+00  4.43150000e-04  1.18977016e+00  4.43150000e-04  1.21954916e-06  4.43150000e-04  6.20266405e-06  4.43150000e-04 -5.06214871e-05 
 4.43250000e-04  7.00000000e+00  4.43250000e-04  1.14817802e+00  4.43250000e-04  6.99630669e+00  4.43250000e-04  1.18976596e+00  4.43250000e-04  1.22339732e-06  4.43250000e-04  6.18992235e-06  4.43250000e-04 -5.06214871e-05 
 4.43350000e-04  7.00000000e+00  4.43350000e-04  1.14819697e+00  4.43350000e-04  6.99630669e+00  4.43350000e-04  1.18976174e+00  4.43350000e-04  1.21955082e-06  4.43350000e-04  6.17719327e-06  4.43350000e-04 -5.06214871e-05 
 4.43450000e-04  7.00000000e+00  4.43450000e-04  1.14821588e+00  4.43450000e-04  6.99630668e+00  4.43450000e-04  1.18975752e+00  4.43450000e-04  1.22339567e-06  4.43450000e-04  6.16447372e-06  4.43450000e-04 -5.06214871e-05 
 4.43550000e-04  7.00000000e+00  4.43550000e-04  1.14823476e+00  4.43550000e-04  6.99630667e+00  4.43550000e-04  1.18975329e+00  4.43550000e-04  1.21955247e-06  4.43550000e-04  6.15176679e-06  4.43550000e-04 -5.06214871e-05 
 4.43650000e-04  7.00000000e+00  4.43650000e-04  1.14825360e+00  4.43650000e-04  6.99630666e+00  4.43650000e-04  1.18974906e+00  4.43650000e-04  1.22339402e-06  4.43650000e-04  6.13906940e-06  4.43650000e-04 -5.06214871e-05 
 4.43750000e-04  7.00000000e+00  4.43750000e-04  1.14827240e+00  4.43750000e-04  6.99630665e+00  4.43750000e-04  1.18974481e+00  4.43750000e-04  1.21955412e-06  4.43750000e-04  6.12638462e-06  4.43750000e-04 -5.06214871e-05 
 4.43850000e-04  7.00000000e+00  4.43850000e-04  1.14829117e+00  4.43850000e-04  6.99630664e+00  4.43850000e-04  1.18974055e+00  4.43850000e-04  1.22339237e-06  4.43850000e-04  6.11370937e-06  4.43850000e-04 -5.06214871e-05 
 4.43950000e-04  7.00000000e+00  4.43950000e-04  1.14830990e+00  4.43950000e-04  6.99630663e+00  4.43950000e-04  1.18973629e+00  4.43950000e-04  1.21955577e-06  4.43950000e-04  6.10104672e-06  4.43950000e-04 -5.06214871e-05 
 4.44050000e-04  7.00000000e+00  4.44050000e-04  1.14832860e+00  4.44050000e-04  6.99630662e+00  4.44050000e-04  1.18973202e+00  4.44050000e-04  1.22339072e-06  4.44050000e-04  6.08839360e-06  4.44050000e-04 -5.06214871e-05 
 4.44150000e-04  7.00000000e+00  4.44150000e-04  1.14834726e+00  4.44150000e-04  6.99630661e+00  4.44150000e-04  1.18972773e+00  4.44150000e-04  1.21955741e-06  4.44150000e-04  6.07575309e-06  4.44150000e-04 -5.06214871e-05 
 4.44250000e-04  7.00000000e+00  4.44250000e-04  1.14836588e+00  4.44250000e-04  6.99630661e+00  4.44250000e-04  1.18972344e+00  4.44250000e-04  1.22338908e-06  4.44250000e-04  6.06312209e-06  4.44250000e-04 -5.06214871e-05 
 4.44350000e-04  7.00000000e+00  4.44350000e-04  1.14838446e+00  4.44350000e-04  6.99630660e+00  4.44350000e-04  1.18971914e+00  4.44350000e-04  1.21955906e-06  4.44350000e-04  6.05050368e-06  4.44350000e-04 -5.06214871e-05 
 4.44450000e-04  7.00000000e+00  4.44450000e-04  1.14840302e+00  4.44450000e-04  6.99630659e+00  4.44450000e-04  1.18971483e+00  4.44450000e-04  1.22338744e-06  4.44450000e-04  6.03789479e-06  4.44450000e-04 -5.06214871e-05 
 4.44550000e-04  7.00000000e+00  4.44550000e-04  1.14842153e+00  4.44550000e-04  6.99630658e+00  4.44550000e-04  1.18971052e+00  4.44550000e-04  1.21956069e-06  4.44550000e-04  6.02529848e-06  4.44550000e-04 -5.06214871e-05 
 4.44650000e-04  7.00000000e+00  4.44650000e-04  1.14844001e+00  4.44650000e-04  6.99630657e+00  4.44650000e-04  1.18970619e+00  4.44650000e-04  1.22338580e-06  4.44650000e-04  6.01271168e-06  4.44650000e-04 -5.06214871e-05 
 4.44750000e-04  7.00000000e+00  4.44750000e-04  1.14845845e+00  4.44750000e-04  6.99630656e+00  4.44750000e-04  1.18970186e+00  4.44750000e-04  1.21956233e-06  4.44750000e-04  6.00013746e-06  4.44750000e-04 -5.06214871e-05 
 4.44850000e-04  7.00000000e+00  4.44850000e-04  1.14847686e+00  4.44850000e-04  6.99630655e+00  4.44850000e-04  1.18969751e+00  4.44850000e-04  1.22338417e-06  4.44850000e-04  5.98757275e-06  4.44850000e-04 -5.06214871e-05 
 4.44950000e-04  7.00000000e+00  4.44950000e-04  1.14849523e+00  4.44950000e-04  6.99630654e+00  4.44950000e-04  1.18969316e+00  4.44950000e-04  1.21956396e-06  4.44950000e-04  5.97502061e-06  4.44950000e-04 -5.06214871e-05 
 4.45050000e-04  7.00000000e+00  4.45050000e-04  1.14851356e+00  4.45050000e-04  6.99630653e+00  4.45050000e-04  1.18968880e+00  4.45050000e-04  1.22338254e-06  4.45050000e-04  5.96247797e-06  4.45050000e-04 -5.06214871e-05 
 4.45150000e-04  7.00000000e+00  4.45150000e-04  1.14853186e+00  4.45150000e-04  6.99630652e+00  4.45150000e-04  1.18968443e+00  4.45150000e-04  1.21956559e-06  4.45150000e-04  5.94994789e-06  4.45150000e-04 -5.06214871e-05 
 4.45250000e-04  7.00000000e+00  4.45250000e-04  1.14855013e+00  4.45250000e-04  6.99630651e+00  4.45250000e-04  1.18968005e+00  4.45250000e-04  1.22338091e-06  4.45250000e-04  5.93742731e-06  4.45250000e-04 -5.06214871e-05 
 4.45350000e-04  7.00000000e+00  4.45350000e-04  1.14856836e+00  4.45350000e-04  6.99630651e+00  4.45350000e-04  1.18967567e+00  4.45350000e-04  1.21956722e-06  4.45350000e-04  5.92491930e-06  4.45350000e-04 -5.06214871e-05 
 4.45450000e-04  7.00000000e+00  4.45450000e-04  1.14858655e+00  4.45450000e-04  6.99630650e+00  4.45450000e-04  1.18967127e+00  4.45450000e-04  1.22337929e-06  4.45450000e-04  5.91242077e-06  4.45450000e-04 -5.06214871e-05 
 4.45550000e-04  7.00000000e+00  4.45550000e-04  1.14860470e+00  4.45550000e-04  6.99630649e+00  4.45550000e-04  1.18966687e+00  4.45550000e-04  1.21956884e-06  4.45550000e-04  5.89993479e-06  4.45550000e-04 -5.06214871e-05 
 4.45650000e-04  7.00000000e+00  4.45650000e-04  1.14862283e+00  4.45650000e-04  6.99630648e+00  4.45650000e-04  1.18966245e+00  4.45650000e-04  1.22337767e-06  4.45650000e-04  5.88745829e-06  4.45650000e-04 -5.06214871e-05 
 4.45750000e-04  7.00000000e+00  4.45750000e-04  1.14864091e+00  4.45750000e-04  6.99630647e+00  4.45750000e-04  1.18965803e+00  4.45750000e-04  1.21957046e-06  4.45750000e-04  5.87499433e-06  4.45750000e-04 -5.06214871e-05 
 4.45850000e-04  7.00000000e+00  4.45850000e-04  1.14865896e+00  4.45850000e-04  6.99630646e+00  4.45850000e-04  1.18965360e+00  4.45850000e-04  1.22337605e-06  4.45850000e-04  5.86253986e-06  4.45850000e-04 -5.06214871e-05 
 4.45950000e-04  7.00000000e+00  4.45950000e-04  1.14867698e+00  4.45950000e-04  6.99630645e+00  4.45950000e-04  1.18964916e+00  4.45950000e-04  1.21957208e-06  4.45950000e-04  5.85009793e-06  4.45950000e-04 -5.06214871e-05 
 4.46050000e-04  7.00000000e+00  4.46050000e-04  1.14869496e+00  4.46050000e-04  6.99630644e+00  4.46050000e-04  1.18964472e+00  4.46050000e-04  1.22337443e-06  4.46050000e-04  5.83766547e-06  4.46050000e-04 -5.06214871e-05 
 4.46150000e-04  7.00000000e+00  4.46150000e-04  1.14871290e+00  4.46150000e-04  6.99630643e+00  4.46150000e-04  1.18964026e+00  4.46150000e-04  1.21957369e-06  4.46150000e-04  5.82524554e-06  4.46150000e-04 -5.06214871e-05 
 4.46250000e-04  7.00000000e+00  4.46250000e-04  1.14873081e+00  4.46250000e-04  6.99630642e+00  4.46250000e-04  1.18963580e+00  4.46250000e-04  1.22337282e-06  4.46250000e-04  5.81283507e-06  4.46250000e-04 -5.06214871e-05 
 4.46350000e-04  7.00000000e+00  4.46350000e-04  1.14874868e+00  4.46350000e-04  6.99630641e+00  4.46350000e-04  1.18963132e+00  4.46350000e-04  1.21957530e-06  4.46350000e-04  5.80043712e-06  4.46350000e-04 -5.06214871e-05 
 4.46450000e-04  7.00000000e+00  4.46450000e-04  1.14876652e+00  4.46450000e-04  6.99630640e+00  4.46450000e-04  1.18962684e+00  4.46450000e-04  1.22337121e-06  4.46450000e-04  5.78804864e-06  4.46450000e-04 -5.06214871e-05 
 4.46550000e-04  7.00000000e+00  4.46550000e-04  1.14878432e+00  4.46550000e-04  6.99630639e+00  4.46550000e-04  1.18962235e+00  4.46550000e-04  1.21957691e-06  4.46550000e-04  5.77567268e-06  4.46550000e-04 -5.06214871e-05 
 4.46650000e-04  7.00000000e+00  4.46650000e-04  1.14880209e+00  4.46650000e-04  6.99630638e+00  4.46650000e-04  1.18961785e+00  4.46650000e-04  1.22336960e-06  4.46650000e-04  5.76330616e-06  4.46650000e-04 -5.06214871e-05 
 4.46750000e-04  7.00000000e+00  4.46750000e-04  1.14881982e+00  4.46750000e-04  6.99630637e+00  4.46750000e-04  1.18961335e+00  4.46750000e-04  1.21957851e-06  4.46750000e-04  5.75095215e-06  4.46750000e-04 -5.06214871e-05 
 4.46850000e-04  7.00000000e+00  4.46850000e-04  1.14883752e+00  4.46850000e-04  6.99630637e+00  4.46850000e-04  1.18960883e+00  4.46850000e-04  1.22336800e-06  4.46850000e-04  5.73860759e-06  4.46850000e-04 -5.06214871e-05 
 4.46950000e-04  7.00000000e+00  4.46950000e-04  1.14885518e+00  4.46950000e-04  6.99630636e+00  4.46950000e-04  1.18960431e+00  4.46950000e-04  1.21958011e-06  4.46950000e-04  5.72627554e-06  4.46950000e-04 -5.06214871e-05 
 4.47050000e-04  7.00000000e+00  4.47050000e-04  1.14887281e+00  4.47050000e-04  6.99630635e+00  4.47050000e-04  1.18959977e+00  4.47050000e-04  1.22336640e-06  4.47050000e-04  5.71395293e-06  4.47050000e-04 -5.06214871e-05 
 4.47150000e-04  7.00000000e+00  4.47150000e-04  1.14889040e+00  4.47150000e-04  6.99630634e+00  4.47150000e-04  1.18959523e+00  4.47150000e-04  1.21958171e-06  4.47150000e-04  5.70164282e-06  4.47150000e-04 -5.06214871e-05 
 4.47250000e-04  7.00000000e+00  4.47250000e-04  1.14890796e+00  4.47250000e-04  6.99630633e+00  4.47250000e-04  1.18959068e+00  4.47250000e-04  1.22336480e-06  4.47250000e-04  5.68934214e-06  4.47250000e-04 -5.06214871e-05 
 4.47350000e-04  7.00000000e+00  4.47350000e-04  1.14892548e+00  4.47350000e-04  6.99630632e+00  4.47350000e-04  1.18958612e+00  4.47350000e-04  1.21958331e-06  4.47350000e-04  5.67705395e-06  4.47350000e-04 -5.06214871e-05 
 4.47450000e-04  7.00000000e+00  4.47450000e-04  1.14894297e+00  4.47450000e-04  6.99630631e+00  4.47450000e-04  1.18958156e+00  4.47450000e-04  1.22336321e-06  4.47450000e-04  5.66477519e-06  4.47450000e-04 -5.06214871e-05 
 4.47550000e-04  7.00000000e+00  4.47550000e-04  1.14896042e+00  4.47550000e-04  6.99630630e+00  4.47550000e-04  1.18957698e+00  4.47550000e-04  1.21958490e-06  4.47550000e-04  5.65250891e-06  4.47550000e-04 -5.06214871e-05 
 4.47650000e-04  7.00000000e+00  4.47650000e-04  1.14897784e+00  4.47650000e-04  6.99630629e+00  4.47650000e-04  1.18957240e+00  4.47650000e-04  1.22336162e-06  4.47650000e-04  5.64025204e-06  4.47650000e-04 -5.06214871e-05 
 4.47750000e-04  7.00000000e+00  4.47750000e-04  1.14899522e+00  4.47750000e-04  6.99630628e+00  4.47750000e-04  1.18956781e+00  4.47750000e-04  1.21958649e-06  4.47750000e-04  5.62800765e-06  4.47750000e-04 -5.06214871e-05 
 4.47850000e-04  7.00000000e+00  4.47850000e-04  1.14901257e+00  4.47850000e-04  6.99630627e+00  4.47850000e-04  1.18956321e+00  4.47850000e-04  1.22336003e-06  4.47850000e-04  5.61577269e-06  4.47850000e-04 -5.06214871e-05 
 4.47950000e-04  7.00000000e+00  4.47950000e-04  1.14902989e+00  4.47950000e-04  6.99630626e+00  4.47950000e-04  1.18955860e+00  4.47950000e-04  1.21958808e-06  4.47950000e-04  5.60355018e-06  4.47950000e-04 -5.06214871e-05 
 4.48050000e-04  7.00000000e+00  4.48050000e-04  1.14904717e+00  4.48050000e-04  6.99630625e+00  4.48050000e-04  1.18955398e+00  4.48050000e-04  1.22335844e-06  4.48050000e-04  5.59133709e-06  4.48050000e-04 -5.06214871e-05 
 4.48150000e-04  7.00000000e+00  4.48150000e-04  1.14906441e+00  4.48150000e-04  6.99630624e+00  4.48150000e-04  1.18954935e+00  4.48150000e-04  1.21958966e-06  4.48150000e-04  5.57913645e-06  4.48150000e-04 -5.06214871e-05 
 4.48250000e-04  7.00000000e+00  4.48250000e-04  1.14908162e+00  4.48250000e-04  6.99630623e+00  4.48250000e-04  1.18954472e+00  4.48250000e-04  1.22335686e-06  4.48250000e-04  5.56694522e-06  4.48250000e-04 -5.06214871e-05 
 4.48350000e-04  7.00000000e+00  4.48350000e-04  1.14909880e+00  4.48350000e-04  6.99630622e+00  4.48350000e-04  1.18954008e+00  4.48350000e-04  1.21959125e-06  4.48350000e-04  5.55476644e-06  4.48350000e-04 -5.06214871e-05 
 4.48450000e-04  7.00000000e+00  4.48450000e-04  1.14911594e+00  4.48450000e-04  6.99630621e+00  4.48450000e-04  1.18953543e+00  4.48450000e-04  1.22335528e-06  4.48450000e-04  5.54259705e-06  4.48450000e-04 -5.06214871e-05 
 4.48550000e-04  7.00000000e+00  4.48550000e-04  1.14913304e+00  4.48550000e-04  6.99630620e+00  4.48550000e-04  1.18953077e+00  4.48550000e-04  1.21959282e-06  4.48550000e-04  5.53044010e-06  4.48550000e-04 -5.06214871e-05 
 4.48650000e-04  7.00000000e+00  4.48650000e-04  1.14915012e+00  4.48650000e-04  6.99630619e+00  4.48650000e-04  1.18952610e+00  4.48650000e-04  1.22335370e-06  4.48650000e-04  5.51829255e-06  4.48650000e-04 -5.06214871e-05 
 4.48750000e-04  7.00000000e+00  4.48750000e-04  1.14916715e+00  4.48750000e-04  6.99630618e+00  4.48750000e-04  1.18952142e+00  4.48750000e-04  1.21959440e-06  4.48750000e-04  5.50615742e-06  4.48750000e-04 -5.06214871e-05 
 4.48850000e-04  7.00000000e+00  4.48850000e-04  1.14918416e+00  4.48850000e-04  6.99630617e+00  4.48850000e-04  1.18951674e+00  4.48850000e-04  1.22335213e-06  4.48850000e-04  5.49403167e-06  4.48850000e-04 -5.06214871e-05 
 4.48950000e-04  7.00000000e+00  4.48950000e-04  1.14920113e+00  4.48950000e-04  6.99630616e+00  4.48950000e-04  1.18951204e+00  4.48950000e-04  1.21959597e-06  4.48950000e-04  5.48191836e-06  4.48950000e-04 -5.06214871e-05 
 4.49050000e-04  7.00000000e+00  4.49050000e-04  1.14921806e+00  4.49050000e-04  6.99630615e+00  4.49050000e-04  1.18950734e+00  4.49050000e-04  1.22335056e-06  4.49050000e-04  5.46981443e-06  4.49050000e-04 -5.06214871e-05 
 4.49150000e-04  7.00000000e+00  4.49150000e-04  1.14923496e+00  4.49150000e-04  6.99630614e+00  4.49150000e-04  1.18950263e+00  4.49150000e-04  1.21959754e-06  4.49150000e-04  5.45772291e-06  4.49150000e-04 -5.06214871e-05 
 4.49250000e-04  7.00000000e+00  4.49250000e-04  1.14925183e+00  4.49250000e-04  6.99630613e+00  4.49250000e-04  1.18949792e+00  4.49250000e-04  1.22334899e-06  4.49250000e-04  5.44564075e-06  4.49250000e-04 -5.06214871e-05 
 4.49350000e-04  7.00000000e+00  4.49350000e-04  1.14926866e+00  4.49350000e-04  6.99630612e+00  4.49350000e-04  1.18949319e+00  4.49350000e-04  1.21959911e-06  4.49350000e-04  5.43357102e-06  4.49350000e-04 -5.06214871e-05 
 4.49450000e-04  7.00000000e+00  4.49450000e-04  1.14928546e+00  4.49450000e-04  6.99630611e+00  4.49450000e-04  1.18948846e+00  4.49450000e-04  1.22334742e-06  4.49450000e-04  5.42151064e-06  4.49450000e-04 -5.06214871e-05 
 4.49550000e-04  7.00000000e+00  4.49550000e-04  1.14930222e+00  4.49550000e-04  6.99630610e+00  4.49550000e-04  1.18948371e+00  4.49550000e-04  1.21960067e-06  4.49550000e-04  5.40946266e-06  4.49550000e-04 -5.06214871e-05 
 4.49650000e-04  7.00000000e+00  4.49650000e-04  1.14931895e+00  4.49650000e-04  6.99630609e+00  4.49650000e-04  1.18947896e+00  4.49650000e-04  1.22334586e-06  4.49650000e-04  5.39742404e-06  4.49650000e-04 -5.06214871e-05 
 4.49750000e-04  7.00000000e+00  4.49750000e-04  1.14933565e+00  4.49750000e-04  6.99630608e+00  4.49750000e-04  1.18947420e+00  4.49750000e-04  1.21960224e-06  4.49750000e-04  5.38539781e-06  4.49750000e-04 -5.06214871e-05 
 4.49850000e-04  7.00000000e+00  4.49850000e-04  1.14935231e+00  4.49850000e-04  6.99630607e+00  4.49850000e-04  1.18946944e+00  4.49850000e-04  1.22334430e-06  4.49850000e-04  5.37338094e-06  4.49850000e-04 -5.06214871e-05 
 4.49950000e-04  7.00000000e+00  4.49950000e-04  1.14936894e+00  4.49950000e-04  6.99630606e+00  4.49950000e-04  1.18946466e+00  4.49950000e-04  1.21960379e-06  4.49950000e-04  5.36137644e-06  4.49950000e-04 -5.06214871e-05 
 4.50050000e-04  7.00000000e+00  4.50050000e-04  1.14938553e+00  4.50050000e-04  6.99630605e+00  4.50050000e-04  1.18945988e+00  4.50050000e-04  1.22334274e-06  4.50050000e-04  5.34938129e-06  4.50050000e-04 -5.06214871e-05 
 4.50150000e-04  7.00000000e+00  4.50150000e-04  1.14940209e+00  4.50150000e-04  6.99630604e+00  4.50150000e-04  1.18945508e+00  4.50150000e-04  1.21960535e-06  4.50150000e-04  5.33739852e-06  4.50150000e-04 -5.06214871e-05 
 4.50250000e-04  7.00000000e+00  4.50250000e-04  1.14941862e+00  4.50250000e-04  6.99630603e+00  4.50250000e-04  1.18945028e+00  4.50250000e-04  1.22334119e-06  4.50250000e-04  5.32542507e-06  4.50250000e-04 -5.06214871e-05 
 4.50350000e-04  7.00000000e+00  4.50350000e-04  1.14943511e+00  4.50350000e-04  6.99630602e+00  4.50350000e-04  1.18944547e+00  4.50350000e-04  1.21960690e-06  4.50350000e-04  5.31346400e-06  4.50350000e-04 -5.06214871e-05 
 4.50450000e-04  7.00000000e+00  4.50450000e-04  1.14945157e+00  4.50450000e-04  6.99630601e+00  4.50450000e-04  1.18944066e+00  4.50450000e-04  1.22333964e-06  4.50450000e-04  5.30151226e-06  4.50450000e-04 -5.06214871e-05 
 4.50550000e-04  7.00000000e+00  4.50550000e-04  1.14946799e+00  4.50550000e-04  6.99630600e+00  4.50550000e-04  1.18943583e+00  4.50550000e-04  1.21960845e-06  4.50550000e-04  5.28957288e-06  4.50550000e-04 -5.06214871e-05 
 4.50650000e-04  7.00000000e+00  4.50650000e-04  1.14948438e+00  4.50650000e-04  6.99630599e+00  4.50650000e-04  1.18943100e+00  4.50650000e-04  1.22333809e-06  4.50650000e-04  5.27764281e-06  4.50650000e-04 -5.06214871e-05 
 4.50750000e-04  7.00000000e+00  4.50750000e-04  1.14950074e+00  4.50750000e-04  6.99630598e+00  4.50750000e-04  1.18942616e+00  4.50750000e-04  1.21961000e-06  4.50750000e-04  5.26572509e-06  4.50750000e-04 -5.06214871e-05 
 4.50850000e-04  7.00000000e+00  4.50850000e-04  1.14951706e+00  4.50850000e-04  6.99630597e+00  4.50850000e-04  1.18942131e+00  4.50850000e-04  1.22333654e-06  4.50850000e-04  5.25381669e-06  4.50850000e-04 -5.06214871e-05 
 4.50950000e-04  7.00000000e+00  4.50950000e-04  1.14953335e+00  4.50950000e-04  6.99630596e+00  4.50950000e-04  1.18941645e+00  4.50950000e-04  1.21961154e-06  4.50950000e-04  5.24192063e-06  4.50950000e-04 -5.06214871e-05 
 4.51050000e-04  7.00000000e+00  4.51050000e-04  1.14954961e+00  4.51050000e-04  6.99630595e+00  4.51050000e-04  1.18941158e+00  4.51050000e-04  1.22333500e-06  4.51050000e-04  5.23003388e-06  4.51050000e-04 -5.06214871e-05 
 4.51150000e-04  7.00000000e+00  4.51150000e-04  1.14956583e+00  4.51150000e-04  6.99630594e+00  4.51150000e-04  1.18940671e+00  4.51150000e-04  1.21961309e-06  4.51150000e-04  5.21815946e-06  4.51150000e-04 -5.06214871e-05 
 4.51250000e-04  7.00000000e+00  4.51250000e-04  1.14958202e+00  4.51250000e-04  6.99630593e+00  4.51250000e-04  1.18940183e+00  4.51250000e-04  1.22333346e-06  4.51250000e-04  5.20629434e-06  4.51250000e-04 -5.06214871e-05 
 4.51350000e-04  7.00000000e+00  4.51350000e-04  1.14959818e+00  4.51350000e-04  6.99630592e+00  4.51350000e-04  1.18939694e+00  4.51350000e-04  1.21961462e-06  4.51350000e-04  5.19444154e-06  4.51350000e-04 -5.06214871e-05 
 4.51450000e-04  7.00000000e+00  4.51450000e-04  1.14961430e+00  4.51450000e-04  6.99630591e+00  4.51450000e-04  1.18939204e+00  4.51450000e-04  1.22333192e-06  4.51450000e-04  5.18259803e-06  4.51450000e-04 -5.06214871e-05 
 4.51550000e-04  7.00000000e+00  4.51550000e-04  1.14963039e+00  4.51550000e-04  6.99630590e+00  4.51550000e-04  1.18938713e+00  4.51550000e-04  1.21961616e-06  4.51550000e-04  5.17076684e-06  4.51550000e-04 -5.06214871e-05 
 4.51650000e-04  7.00000000e+00  4.51650000e-04  1.14964645e+00  4.51650000e-04  6.99630589e+00  4.51650000e-04  1.18938222e+00  4.51650000e-04  1.22333039e-06  4.51650000e-04  5.15894493e-06  4.51650000e-04 -5.06214871e-05 
 4.51750000e-04  7.00000000e+00  4.51750000e-04  1.14966247e+00  4.51750000e-04  6.99630588e+00  4.51750000e-04  1.18937729e+00  4.51750000e-04  1.21961769e-06  4.51750000e-04  5.14713532e-06  4.51750000e-04 -5.06214871e-05 
 4.51850000e-04  7.00000000e+00  4.51850000e-04  1.14967846e+00  4.51850000e-04  6.99630587e+00  4.51850000e-04  1.18937236e+00  4.51850000e-04  1.22332886e-06  4.51850000e-04  5.13533499e-06  4.51850000e-04 -5.06214871e-05 
 4.51950000e-04  7.00000000e+00  4.51950000e-04  1.14969442e+00  4.51950000e-04  6.99630586e+00  4.51950000e-04  1.18936742e+00  4.51950000e-04  1.21961922e-06  4.51950000e-04  5.12354696e-06  4.51950000e-04 -5.06214871e-05 
 4.52050000e-04  7.00000000e+00  4.52050000e-04  1.14971034e+00  4.52050000e-04  6.99630585e+00  4.52050000e-04  1.18936248e+00  4.52050000e-04  1.22332733e-06  4.52050000e-04  5.11176819e-06  4.52050000e-04 -5.06214871e-05 
 4.52150000e-04  7.00000000e+00  4.52150000e-04  1.14972623e+00  4.52150000e-04  6.99630584e+00  4.52150000e-04  1.18935752e+00  4.52150000e-04  1.21962075e-06  4.52150000e-04  5.10000172e-06  4.52150000e-04 -5.06214871e-05 
 4.52250000e-04  7.00000000e+00  4.52250000e-04  1.14974209e+00  4.52250000e-04  6.99630583e+00  4.52250000e-04  1.18935256e+00  4.52250000e-04  1.22332580e-06  4.52250000e-04  5.08824451e-06  4.52250000e-04 -5.06214871e-05 
 4.52350000e-04  7.00000000e+00  4.52350000e-04  1.14975791e+00  4.52350000e-04  6.99630582e+00  4.52350000e-04  1.18934759e+00  4.52350000e-04  1.21962228e-06  4.52350000e-04  5.07649958e-06  4.52350000e-04 -5.06214871e-05 
 4.52450000e-04  7.00000000e+00  4.52450000e-04  1.14977370e+00  4.52450000e-04  6.99630581e+00  4.52450000e-04  1.18934261e+00  4.52450000e-04  1.22332428e-06  4.52450000e-04  5.06476389e-06  4.52450000e-04 -5.06214871e-05 
 4.52550000e-04  7.00000000e+00  4.52550000e-04  1.14978946e+00  4.52550000e-04  6.99630580e+00  4.52550000e-04  1.18933762e+00  4.52550000e-04  1.21962380e-06  4.52550000e-04  5.05304048e-06  4.52550000e-04 -5.06214871e-05 
 4.52650000e-04  7.00000000e+00  4.52650000e-04  1.14980518e+00  4.52650000e-04  6.99630579e+00  4.52650000e-04  1.18933263e+00  4.52650000e-04  1.22332276e-06  4.52650000e-04  5.04132631e-06  4.52650000e-04 -5.06214871e-05 
 4.52750000e-04  7.00000000e+00  4.52750000e-04  1.14982088e+00  4.52750000e-04  6.99630578e+00  4.52750000e-04  1.18932762e+00  4.52750000e-04  1.21962532e-06  4.52750000e-04  5.02962440e-06  4.52750000e-04 -5.06214871e-05 
 4.52850000e-04  7.00000000e+00  4.52850000e-04  1.14983654e+00  4.52850000e-04  6.99630576e+00  4.52850000e-04  1.18932261e+00  4.52850000e-04  1.22332124e-06  4.52850000e-04  5.01793173e-06  4.52850000e-04 -5.06214871e-05 
 4.52950000e-04  7.00000000e+00  4.52950000e-04  1.14985216e+00  4.52950000e-04  6.99630575e+00  4.52950000e-04  1.18931759e+00  4.52950000e-04  1.21962683e-06  4.52950000e-04  5.00625132e-06  4.52950000e-04 -5.06214871e-05 
